Index,Collected,SSIM,Doppler
0,0,1,0
1,0,0.9994868310074566,0
2,0,0.9998055036270965,0
3,1,0.45533726813743186,0
4,0,0.9990207847078079,0
5,0,0.9991068367265864,0
6,0,0.999719660089812,0
7,0,0.9999015056625125,0
8,0,0.9999237586057005,0
9,0,0.9999607615258366,0
10,0,0.9999550020916549,0
11,0,0.9879992711934563,0
12,0,0.9999809465146258,0
13,0,0.9998871493234421,0
14,0,0.9999551853551166,0
15,0,0.9999609218896767,0
16,0,0.9999610514282407,0
17,0,0.9999603580197431,0
18,0,0.9999604341888378,0
19,0,0.9999430283308521,0
20,0,0.9999700153079211,0
21,0,0.998947816043928,0
22,0,0.9999952900373179,0
23,0,0.9999969141714151,0
24,0,0.9999990521791287,0
25,0,0.9999989377644821,0
26,0,0.9999987745047594,0
27,0,0.9999990143066991,0
28,0,0.9999989085506515,0
29,0,0.99999872515286,0
30,0,0.9999989025693843,0
31,0,0.9989987131542171,0
32,0,0.9999948703629804,0
33,0,0.9999989081006105,0
34,0,0.9999986081582162,0
35,0,0.9999990287971786,0
36,0,0.999998478171991,0
37,0,0.9999985995620456,0
38,0,0.9999989084586918,0
39,0,0.9999984874459517,0
40,0,0.9999990290035845,0
41,0,0.9989106415688946,0
42,0,0.999975967144593,0
43,0,0.9999843237879662,0
44,0,0.9999842286287536,0
45,0,0.999984288776387,0
46,0,0.9999840670583702,0
47,0,0.9999841501173642,0
48,0,0.9999842738029577,0
49,0,0.9999841402817528,0
50,0,0.9997096895467771,0
51,0,0.9990971331956693,0
52,0,0.9999696177399993,0
53,0,0.9999709835976162,0
54,0,0.999971537057751,0
55,0,0.9999551370548473,0
56,0,0.9999815713385434,0
57,0,0.9999813781452719,0
58,0,0.9999812835892459,0
59,0,0.9999815704784079,0
60,0,0.9999813316996667,0
61,0,0.9990201830203967,0
62,0,0.9999074207850964,0
63,0,0.9999122945575638,0
64,0,0.9999126236737321,0
65,0,0.9999130368746999,0
66,0,0.9999128731324934,0
67,0,0.9999120300551875,0
68,0,0.9999117089801267,0
69,0,0.9999128779614593,0
70,0,0.9999130356194137,0
71,0,0.9991605838560355,0
72,0,0.9999813000607766,0
73,0,0.9999974921092332,0
74,0,0.9999978740067245,0
75,0,0.9999980028449883,0
76,0,0.9999979696748433,0
77,0,0.9999978213707359,0
78,0,0.9999976190028405,0
79,0,0.9999978116639718,0
80,0,0.9999979780189823,0
81,0,0.9988930191949781,0
82,0,0.9999611103954233,0
83,0,0.9999685813555342,0
84,0,0.99996884446238,0
85,0,0.9999685857580215,0
86,0,0.9999685827350895,0
87,0,0.999968845788417,0
88,0,0.9999685830563233,0
89,0,0.9999685785514588,0
90,0,0.999968581029126,0
91,0,0.9987755451727666,0
92,0,0.9999807994348082,0
93,0,0.9999854305003105,0
94,0,0.9999852998181953,0
95,0,0.9999854179363703,0
96,0,0.9999855223823206,0
97,0,0.9999855666462255,0
98,0,0.9999855666462255,0
99,0,0.9999855666462255,0
100,0,0.9997372038218706,0
101,0,0.9993545310037004,0
102,0,0.9999953231328439,0
103,0,0.9999918744838792,0
104,0,0.9999926651665015,0
105,0,0.9999971437176538,0
106,0,0.9999972722255004,0
107,0,0.9999926405996972,0
108,0,0.9999918990370645,0
109,0,0.9999973171549207,0
110,0,0.999997139203215,0
111,0,0.9994502906568598,0
112,0,0.9999938477601812,0
113,0,1.0,0
114,0,1.0,0
115,0,1.0,0
116,0,1.0,0
117,0,1.0,0
118,0,1.0,0
119,0,1.0,0
120,0,1.0,0
121,0,0.9991238290222334,0
122,0,0.9999930735029592,0
123,0,0.9999946511601149,0
124,0,0.9999946511601149,0
125,0,0.9999946511601149,0
126,0,0.9999946511601149,0
127,0,0.9999946511601149,0
128,0,0.9999946511601149,0
129,0,0.9999946511601149,0
130,0,0.9999946511601149,0
131,0,0.9990103611168683,0
132,0,0.9999694110302475,0
133,0,0.9999791984828353,0
134,0,0.9999791984828353,0
135,0,0.9999791984828353,0
136,0,0.9999791984828353,0
137,0,0.9999791984828353,0
138,0,0.9999791984828353,0
139,0,0.9999791984828353,0
140,0,0.9999791984828353,0
141,0,0.9989427435413736,0
142,0,0.9999672798982499,0
143,0,0.9999714848703108,0
144,0,0.99997148451957,0
145,0,0.9999719199348984,0
146,0,0.9999714746043944,0
147,0,0.9999714727304904,0
148,0,0.9999714752706637,0
149,0,0.9999714762581478,0
150,0,0.9997509215149776,0
151,0,0.9993551974907705,0
152,0,0.9999855267519737,0
153,0,0.9999895594332306,0
154,0,0.9999895594332306,0
155,0,0.9999895594332306,0
156,0,0.9999895594332306,0
157,0,0.9999895594332306,0
158,0,0.9999895594332306,0
159,0,0.9999895594332306,0
160,0,0.9999895594332306,0
161,0,0.999188845488932,0
162,0,0.9999732371432555,0
163,0,0.9999772830590551,0
164,0,0.9999773813292642,0
165,0,0.9999703598662196,0
166,0,0.9999713347639483,0
167,0,0.999978055223416,0
168,0,0.9999767138438369,0
169,0,0.9999762184224752,0
170,0,0.9999760899657292,0
171,0,0.9990642426369726,0
172,0,0.9999703515209979,0
173,0,0.9999804256099791,0
174,0,0.9999800584167644,0
175,0,0.9999793914808546,0
176,0,0.9999809311881918,0
177,0,0.999979953592859,0
178,0,0.9999803167919655,0
179,0,0.9999810237065311,0
180,0,0.9999794880043845,0
181,0,0.9989480477029316,0
182,0,0.9999769389530719,0
183,0,0.9999848326867701,0
184,0,0.9999850062573319,0
185,0,0.999981960159416,0
186,0,0.9999820439732152,0
187,0,0.9999850071862839,0
188,0,0.9999847439113346,0
189,0,0.9999811851538566,0
190,0,0.9999811902117266,0
191,0,0.9992102383003553,0
192,0,0.9999516286334317,0
193,0,0.9999529707779504,0
194,0,0.9999529707779504,0
195,0,0.9999529707779504,0
196,0,0.9999529707779504,0
197,0,0.9999529707779504,0
198,0,0.9999529707779504,0
199,0,0.9999529707779504,0
200,0,0.9997464940274081,0
201,0,0.9992674152444531,0
202,0,0.9999966551093563,0
203,0,0.9999992039668892,0
204,0,0.9999992039668892,0
205,0,0.9999992039668892,0
206,0,0.9999992039668892,0
207,0,0.9999992039668892,0
208,0,0.9999992039668892,0
209,0,0.9999992039668892,0
210,0,0.9999992039668892,0
211,0,0.9991540494541632,0
212,0,0.9999844721920808,0
213,0,0.9999976554600871,0
214,0,0.9999976554600871,0
215,0,0.9999976554600871,0
216,0,0.9999976554600871,0
217,0,0.9999976554600871,0
218,0,0.9999976554600871,0
219,0,0.9999976554600871,0
220,0,0.9999976554600871,0
221,0,0.9995995478372887,0
222,0,0.9999823553184203,0
223,0,0.9999897172282156,0
224,0,0.9999893176315092,0
225,0,0.9999893380948831,0
226,0,0.999989680865743,0
227,0,0.9999893185776378,0
228,0,0.9999897124709383,0
229,0,0.9999896612989003,0
230,0,0.9999893242706884,0
231,0,0.9992072824318708,0
232,0,0.9999861421780765,0
233,0,0.9999913603832039,0
234,0,0.9999911661985416,0
235,0,0.9999905253021062,0
236,0,0.9999908235221545,0
237,0,0.9999918198290628,0
238,0,0.999992014590496,0
239,0,0.999991869126102,0
240,0,0.9999915718998418,0
241,0,0.9991636627506018,0
242,0,0.9999944248889456,0
243,0,0.9999945278941236,0
244,0,0.9999942967899323,0
245,0,0.9999949734223517,0
246,0,0.9999944664652596,0
247,0,0.9999942986906254,0
248,0,0.9999945253737899,0
249,0,0.9999944620431221,0
250,0,0.9997311292981932,0
251,0,0.9991929188610675,0
252,0,0.9999763682348206,0
253,0,0.9999845452111513,0
254,0,0.9999850282820842,0
