Index,Collected,SSIM,Doppler
0,0,1,0
1,0,0.9988974580991014,0
2,0,0.9988755006472319,0
3,1,0.8041025199892886,0
4,0,0.9995967912045743,0
5,1,0.8900490065559773,0
6,0,0.9998995597025825,0
7,1,0.9180215520716128,0
8,0,0.9995615430211663,0
9,1,0.9147579933063577,0
10,0,0.9996758028369785,0
11,1,0.8618100649899879,0
12,0,0.999923427277921,0
13,1,0.8953588941778036,0
14,0,0.9999196196977198,0
15,1,0.8826839342424979,0
16,0,0.9998835648384492,0
17,1,0.9153382315142685,0
18,0,0.9998800218256626,0
19,1,0.915948147601909,0
20,0,0.9998166466014405,0
21,1,0.9257087829603691,0
22,0,0.9996820955786134,0
23,1,0.8438563549260903,0
24,0,0.9998639562860355,0
25,1,0.7742982900428644,0
26,0,0.999904819298529,0
27,1,0.8080560310538952,0
28,0,0.9998420784254954,0
29,1,0.8570600117026422,0
30,0,0.9998997285643675,0
31,1,0.8358123688749121,0
32,0,0.9999512374893869,0
33,1,0.7983090393420068,0
34,0,0.9999244039393594,0
35,1,0.9049151582075043,0
36,0,0.9999105964154261,0
37,1,0.897566918056472,0
38,0,0.999817199659282,0
39,1,0.8647932054266487,0
40,0,0.9997257925173996,0
41,1,0.798827710109358,0
42,0,0.9999462763241489,0
43,1,0.852946977457335,0
44,0,0.9996522592865066,0
45,1,0.8843941557773514,0
46,0,0.999884136159757,0
47,1,0.9022118084926262,0
48,0,0.9998639794495425,0
49,1,0.8618499380001483,0
50,0,0.9986525178478112,0
51,1,0.8456731366749788,0
52,0,0.9999514245126304,0
53,1,0.9280039619038405,0
54,0,0.9998995737581646,0
55,1,0.9277274606018974,0
56,0,0.9998132993443891,0
57,1,0.8041487552512196,0
58,0,0.9999538131222163,0
59,1,0.806401637973478,0
60,0,0.9999634647484016,0
61,1,0.8660595158928162,0
62,0,0.9999583956490611,0
63,1,0.8365292022792526,0
64,0,0.9999017763713779,0
65,1,0.8728825511994391,0
66,0,0.9998918571458376,0
67,1,0.8983580466767013,0
68,0,0.9999087442215467,0
69,1,0.8622317561781035,0
70,0,0.9998992552872056,0
71,1,0.8742833335047192,0
72,0,0.9999117201424459,0
73,1,0.8587943437805674,0
74,0,0.99991190938952,0
75,1,0.7204465667705003,0
76,0,0.9997570679238938,0
77,1,0.7788806099922309,0
78,0,0.9999540727274463,0
79,1,0.8016322495446877,0
80,0,0.9998456645350398,0
81,1,0.798197828352072,0
82,0,0.9999663689126744,0
83,1,0.8135477505508153,0
84,0,0.9998948652712883,0
85,1,0.819685066570895,0
86,0,0.9998891293587681,0
87,1,0.8092978454262718,0
88,0,0.9997818862409141,0
89,1,0.7676500371434234,0
90,0,0.9998233535450678,0
91,1,0.7746962057207436,0
92,0,0.9999280400351471,0
93,1,0.7716813155884791,0
94,0,0.9999140123987487,0
95,1,0.7983093704315598,0
96,0,0.9999252731593086,0
97,1,0.7857442445461305,0
98,0,0.9998940285219043,0
99,1,0.7625774464617412,0
100,0,0.9990241434412774,0
101,1,0.7552067072868733,0
102,0,0.9999454756352066,0
103,1,0.752675480297599,0
104,0,0.9999164005824891,0
105,1,0.7505751249053403,0
106,0,0.999905754368269,0
107,1,0.7374646034270341,0
108,0,0.9999123283454091,0
109,1,0.8800461715521584,0
110,0,0.9998936735054108,0
111,1,0.9328355352883331,0
112,0,0.999951685016323,0
113,1,0.9566685099652403,0
114,0,0.9997381129732822,0
115,1,0.9756262240173824,0
116,0,0.9997548618440776,0
117,1,0.9694299256174892,0
118,0,0.9997143331936208,0
119,1,0.9070716505004962,0
120,0,0.9997398228180007,0
121,1,0.728970845327212,0
122,0,0.9999448105311222,0
123,1,0.7787838782601033,0
124,0,0.9999298327553313,0
125,1,0.7415011550057424,0
126,0,0.9998812473349796,0
127,1,0.7877651561861789,0
128,0,0.9999317954129652,0
129,1,0.774403965707422,0
130,0,0.9999074397366162,0
131,1,0.7975294775947581,0
132,0,0.9999716159390519,0
133,1,0.7998118516237287,0
134,0,0.9999468067666463,0
135,1,0.7760924842129758,0
136,0,0.9998969167013683,0
137,1,0.7338227144705569,0
138,0,0.9999262498700989,0
139,1,0.8509708791773481,0
140,0,0.9999050738595001,0
141,1,0.7050012735281393,0
142,0,0.9999362771820164,0
143,1,0.8040988009923319,0
144,0,0.9999055131105115,0
145,1,0.7529501713056125,0
146,0,0.9999400522132912,0
147,1,0.789752233878648,0
148,0,0.9998757873034416,0
149,1,0.8370867075364308,0
150,0,0.9989708285541328,0
151,1,0.7397551754786043,0
152,0,0.9999635119679012,0
153,1,0.8162913900604009,0
154,0,0.9999007714429513,0
155,1,0.860870899577449,0
156,0,0.9999212925408794,0
157,1,0.8404253874244645,0
158,0,0.9999170220779379,0
159,1,0.8364528228989789,0
160,0,0.999873784356018,0
161,1,0.8061328450886573,0
162,0,0.9999396434002052,0
163,1,0.8423624156794979,0
164,0,0.9999149740631652,0
165,1,0.7864966302684065,0
166,0,0.999810397108049,0
167,1,0.8456594346340849,0
168,0,0.9995133409814387,0
169,1,0.8258382216421777,0
170,0,0.9998246997595283,0
171,1,0.9072526535025048,0
172,0,0.9999251482473949,0
173,1,0.9160134470985763,0
174,0,0.9998814454680481,0
175,1,0.8915146352444887,0
176,0,0.9998791058015427,0
177,1,0.880579214107559,0
178,0,0.9998939919648056,0
179,1,0.819386422910531,0
180,0,0.9999103499640023,0
181,1,0.9301260476140005,0
182,0,0.9999647694482379,0
183,1,0.9083775126560201,0
184,0,0.9998354321493457,0
185,1,0.8545564996652689,0
186,0,0.9998354936704887,0
187,1,0.7621140700455464,0
188,0,0.9998924515164922,0
189,1,0.7659773817562263,0
190,0,0.9998949208208819,0
191,1,0.7459839904303688,0
192,0,0.9999459225384191,0
193,1,0.7796880001590888,0
194,0,0.9998836656562535,0
195,1,0.7924923784591189,0
196,0,0.9998874661032167,0
197,1,0.8106900755757559,0
198,0,0.9994878532134813,0
199,1,0.8200314218567948,0
200,0,0.9985780071077558,0
201,1,0.7795161331798269,0
202,0,0.9999353301459989,0
203,1,0.8913408639344164,0
204,0,0.9998853245912652,0
205,1,0.839386074630012,0
206,0,0.9998888758322725,0
207,1,0.8476562921009906,0
208,0,0.9998721697378256,0
209,1,0.9168767538967489,0
210,0,0.9998986819112073,0
211,1,0.7979489517133446,0
212,0,0.999943724075051,0
213,1,0.9427338567452569,0
214,0,0.999857083498038,0
215,1,0.939735347593119,0
216,0,0.9998714722514094,0
217,1,0.8338497367381902,0
218,0,0.9998361977427355,0
219,1,0.8658164007344346,0
220,0,0.9999477100365289,0
221,1,0.9031179811147514,0
222,0,0.9999404930032998,0
223,1,0.9177217356934522,0
224,0,0.9999366101003746,0
225,1,0.9309263825879357,0
226,0,0.9998112271809196,0
227,1,0.8862774254807207,0
228,0,0.9997035762885286,0
229,1,0.8275290064440889,0
230,0,0.9997458574780619,0
231,1,0.9031535460552199,0
232,0,0.9999006730223815,0
233,1,0.879129014767776,0
234,0,0.9998254948734167,0
235,1,0.8898828761049878,0
236,0,0.9999227685221255,0
237,1,0.9691036302655256,0
238,0,0.9998514823468116,0
239,1,0.9726140222525418,0
240,0,0.9998913946132679,0
241,1,0.9570661231130274,0
242,0,0.9998888332796251,0
243,1,0.9723573775022231,0
244,0,0.9998607932953583,0
245,1,0.9624986581983492,0
246,0,0.9998988712081699,0
247,0,0.9823489342480526,0
248,0,0.9998487490204065,0
249,1,0.9798223680305876,0
250,0,0.9978665786475761,0
251,1,0.9525809282346377,0
252,0,0.9999054983394313,0
253,1,0.9667834327752213,0
254,0,0.9998587331926958,0
255,0,0.9889291706557011,0
256,0,0.9998547497076291,0
257,1,0.9577017505481918,0
258,0,0.9998776211791797,0
259,1,0.925607924883334,0
260,0,0.9998275138076466,0
261,1,0.9748005232402637,0
262,0,0.9998622195316087,0
263,1,0.9445356110808414,0
264,0,0.9998710383516313,0
265,1,0.9433834498579545,0
